EndJuvtoFI Thermal Time (DD),Fertile Tiller Number,Evapotranspiration (mm),Yield (t/ha)
130.2421603,1.783624528,391.212973,1.685951345
133.0944226,1.355803009,394.0483582,1.694602704
130.817183,1.265801039,348.4816536,1.894437078
131.1778258,1.686379129,303.6070505,2.027465598
130.2151795,1.069658794,388.0478969,1.67332556
131.0976221,3.645035701,391.3969164,1.685448013
132.2954208,0.965219795,372.2339503,1.731516638
131.418861,3.978938853,390.3822451,1.67188043
133.0568941,2.965373995,392.4610757,1.695033598
130.7854034,3.84915611,389.1433779,1.672955706
132.2635706,1.808676927,390.3691871,1.685039258
142.04127,3.516963887,386.1315235,1.626681794
132.9286281,1.646671496,392.0119208,1.682958629
133.3635317,3.107396229,393.3202068,1.602684642
132.9234047,1.141953732,358.307945,1.792461451
130.8361413,1.381700611,314.3797905,1.979873873
133.087779,1.027592411,352.7339767,1.843119516
132.2899857,0.925148537,395.0916719,1.695600977
132.6862521,3.730732301,393.029716,1.683088421
131.260893,3.538527929,390.6652847,1.685393712
132.5606995,3.964232094,395.4642383,1.695132809
130.356761,3.502729441,372.07431,1.763791131
130.2166675,3.709170119,343.8528114,1.901840762
134.2902603,2.48300523,365.0093654,1.728931911
133.2489515,1.489759264,405.1546336,1.506177366
134.7760303,1.827310614,375.5825102,1.736139514
131.6978418,3.528046334,392.5114632,1.68415068
130.7294986,0.496515755,352.4641458,1.893576931
130.9100016,1.716145061,390.3673845,1.672102751
130.817183,1.78001221,348.3664133,1.894520337
130.67554,3.240188231,376.4743549,1.731072409
130.8909347,3.065348312,346.6811353,1.897197003
130.0428826,1.028531186,349.9388022,1.895857119
130.7483142,1.646864544,390.2962858,1.672164343
130.2237514,3.168070778,357.4411084,1.793728705
130.5119066,1.104150368,359.7828954,1.793622286
133.0779258,0.918414354,365.0763307,1.75722235
132.3714411,1.306969734,392.001479,1.682489623
132.7016729,3.337173761,347.1809973,1.898912956
130.1045456,1.179385747,369.3186344,1.792151507
134.4359756,0.509284581,391.6114952,1.613140834
130.2358709,1.208072855,351.4409419,1.894776626
143.0679245,3.712528426,365.3114498,1.70070207
131.1463599,1.215823721,363.2775604,1.800861519
131.1798464,2.236072824,384.1044446,1.734428169
141.2325754,1.232569867,399.8911113,1.521167605
131.6788135,1.912411354,358.8236354,1.792573566
137.4485395,1.916106788,393.54676,1.596534449
132.5411696,1.095753001,390.5733009,1.68256987
142.3050566,2.993279742,368.6090712,1.69979467
130.0285188,1.097608984,319.6771032,1.977071693
131.020891,2.655430701,370.4109158,1.756305996
138.0811549,3.593251567,369.7049278,1.694402112
132.2754377,1.171308602,393.8361672,1.682266845
134.6460861,2.48300523,394.8687992,1.599352324
131.9635606,2.951582877,356.2453384,1.844504669
130.9768796,1.95809889,365.8708163,1.792695036
130.5517053,3.72202737,388.7163787,1.673140037
134.5903293,3.202564585,357.9934275,1.805662744
131.1046771,3.337019196,371.1547722,1.756636106
130.1128736,1.162779391,357.8840851,1.849710997
135.2927356,3.206751826,359.012233,1.805060588
138.4482946,3.551819533,359.7180877,1.724985745
130.240221,1.573981353,392.6192106,1.672335955
130.2576799,1.803808845,349.4177862,1.895578919
132.8476128,0.81928315,394.9694859,1.694772694
130.1017282,1.172574423,369.9817599,1.798462808
130.7620779,3.144172117,374.8947929,1.755477863
136.098702,3.710030738,389.9531692,1.611328435
130.6757709,1.422022887,347.7615802,1.898213422
134.4544047,3.501765007,403.5903947,1.503172452
131.1046771,3.15332061,390.0904861,1.672019751
132.3412086,1.928978103,372.2826856,1.73146254
138.1012839,3.70656638,351.5870787,1.80202232
136.4366633,3.820080868,332.2346089,1.913525567
130.7220039,3.138667965,343.3875572,1.903191214
136.12646,2.11272397,390.7547601,1.705845471
133.7135976,3.269052333,392.0805811,1.601073741
130.1892113,1.221093203,363.6251787,1.793624155
138.3775644,3.718149946,360.4758217,1.771294801
132.7506947,3.686156229,348.9586081,1.847833672
130.5128672,3.13656344,354.8398098,1.892931539
131.1585343,2.865066176,346.860592,1.89638474
130.6444008,2.304549917,367.9969187,1.759279069
130.8072751,1.541457928,389.1624464,1.672142394
132.956966,3.004566368,354.0235383,1.844647909
131.0823101,3.05968638,367.2572597,1.758399103
130.8186319,3.718149946,347.8222573,1.897871929
130.1716292,3.919808424,391.7956972,1.68594958
132.5475068,1.162422238,393.8648709,1.683119793
132.8551759,3.971031809,358.5348849,1.843717556
134.4784858,3.103855525,383.9494378,1.693211987
132.4840175,0.874789297,391.2598078,1.683504446
133.9577885,2.155704311,334.824527,1.908782989
130.3443696,3.014084996,402.3297928,1.577264095
130.2749684,1.376167532,374.71571,1.762843372
130.0657383,1.164512999,390.5063236,1.673309373
132.4287492,1.935343907,298.4410346,2.032843656
131.0187561,3.645035701,348.4983906,1.893737929
130.2884071,0.965040678,391.4824423,1.685933897
130.8316497,1.478496014,348.4247071,1.894429732
131.0565971,1.353830033,393.3979945,1.671853995
130.619032,3.215929797,353.8920324,1.893190965
133.8073755,3.316902475,391.3609415,1.613527836
130.5353621,1.686217579,395.8354607,1.61339009
130.0285188,0.946595345,390.0729878,1.673323034
130.0325387,1.079768236,342.7777859,1.902074007
132.2630575,1.946126968,364.102597,1.758034554
136.5598618,0.143919058,394.3044219,1.609722067
130.9226074,1.166156347,391.4412064,1.672073944
130.559732,1.099765841,375.3296474,1.755520114
130.3096786,1.132405549,388.8076594,1.673285888
131.1916698,1.317419164,352.5400241,1.898898197
132.8483846,1.768939367,391.1238586,1.682022084
132.5304272,1.436704573,391.1404784,1.682440075
130.9326185,3.668844776,348.1126489,1.89430559
131.2073138,3.099970605,390.1681834,1.671976593
130.6193228,1.492983269,391.5886079,1.685803702
139.3443686,3.778587618,393.0825612,1.618960644
131.1450178,0.052676849,360.5825173,1.792935343
130.8635153,1.540897031,388.9880404,1.675212198
134.6916463,0.773553428,392.3903859,1.6003465
130.1578548,1.783319984,389.8480051,1.673240574
132.197516,3.538527929,389.9915158,1.673568951
132.5015282,0.50244853,390.8024741,1.683338037
130.9401405,1.686379129,393.824386,1.684505111
141.0839244,1.019639158,391.3096279,1.507395254
130.5582549,1.148113349,391.0759226,1.672227062
137.8507087,1.010926979,397.0489242,1.63934786
130.7405067,3.985188044,394.578598,1.669860263
130.7449947,2.161978973,347.9760759,1.895031996
130.2749684,3.498264415,338.0282921,1.934129672
134.8368125,1.528411983,367.9812533,1.727912322
131.2113391,1.337879959,376.5852119,1.730677862
134.4073583,1.485621996,394.3064419,1.600587145
134.9542724,1.020865585,393.478245,1.612607366
132.0438103,2.766396711,390.9196988,1.683159387
138.8369934,1.536069324,404.5592932,1.512573254
131.5546231,3.518184453,340.9955364,1.90529223
130.1526244,1.09769172,348.2483982,1.896319817
137.7015925,3.768052681,358.401895,1.771215685
139.7704812,3.098695547,380.0708104,1.636768966
139.7402307,2.597020532,391.9291731,1.618564353
135.457927,0.866567095,394.5525842,1.610646052
131.099757,3.337173761,371.0774098,1.762938111
138.0811549,3.77651079,389.977308,1.608871065
132.2755191,0.918414354,392.0603735,1.683629441
140.362898,3.061657335,391.5298757,1.617652782
132.9117396,3.978938853,393.5429203,1.695055764
130.0018161,1.128615895,390.0729483,1.686020374
130.789151,1.315272421,298.7403847,2.03526849
134.9140869,3.295311376,376.6920686,1.695607838
132.4489743,1.779604383,344.3944711,1.899436325
132.293206,1.962627104,361.3386153,1.792409993
133.0099468,1.486025155,392.0516983,1.682850952
131.2006313,1.389416284,376.195938,1.730786828
133.6640579,3.187598094,342.1744129,1.900860356
130.2284807,3.183075428,389.0132204,1.673313324
133.3182717,3.598536449,344.4938421,1.899045087
133.0944226,1.762241022,394.3839313,1.601447628
132.5278381,3.877989139,397.3429225,1.607931261
134.5976601,3.645035701,364.8216107,1.728665996
132.5015282,1.487572919,391.6433354,1.682384958
130.67554,3.198881898,358.0414575,1.84723139
135.371283,1.283924815,358.1299327,1.805423109
132.2608427,2.992756825,390.5795878,1.682971784
132.0145628,0.200661018,392.770397,1.683830679
145.3013881,1.298487277,367.9771237,1.632059049
131.0530342,1.397670355,397.0375714,1.683626902
130.240221,1.161590932,347.4709173,1.897029728
133.7055623,2.439430218,348.4880533,1.845670088
130.3742059,1.994646287,359.7373061,1.793080833
132.7780063,2.334524871,361.349512,1.758135739
132.1438817,3.337244678,345.5799631,1.894223226
138.0811549,1.314407308,398.1636542,1.620023029
132.821383,3.421288844,324.0831925,1.944344304
131.6268741,3.150232537,349.9991054,1.892440624
131.1046771,2.934255571,370.0863922,1.756379041
135.3301231,1.658338358,386.2412304,1.697437488
136.3996301,3.73299348,351.900308,1.808205203
132.4299506,3.043969869,350.748621,1.847902917
132.0804604,2.961510575,389.736716,1.671383139
136.5880302,3.827480574,304.7853347,1.968358421
134.5500798,3.05968638,392.1251382,1.613048747
131.1988669,2.547342411,357.5422666,1.845940026
130.362349,1.531043999,393.4525011,1.685820976
130.7760556,3.259254936,390.697601,1.672144747
133.1785618,3.538527929,361.3405909,1.75741513
130.1787592,1.226740994,388.790278,1.673322507
133.0944226,3.616220542,395.0277551,1.694381669
134.0766055,2.648265904,360.2063867,1.805575397
132.314317,1.99088794,339.3917392,1.905485278
130.0273137,1.070524156,374.1314199,1.756284747
130.2718893,1.389416284,392.688225,1.672322242
131.7225171,3.107241664,356.490392,1.845016202
134.6234605,1.017503393,393.2453817,1.61295317
139.0764743,1.602346522,393.6428234,1.515616205
138.931306,3.45098803,358.0279483,1.772041231
131.1916698,1.562332855,390.3359426,1.671992649
131.1711647,1.191878542,370.4455939,1.757383235
130.034551,3.645035701,388.9692155,1.673337805
130.1123339,2.945906492,392.62361,1.673547896
130.2705134,0.201735982,300.1111677,2.029679138
130.7589889,1.836482662,360.0197916,1.793368988
132.3087128,2.079892894,394.400111,1.683326901
136.7925737,1.019639158,397.4643031,1.62136879
132.6135028,1.448959567,355.7544947,1.844707525
140.6583388,2.187202923,367.363396,1.69324853
132.4586862,1.656696847,356.8350612,1.844525157
130.2792252,0.824985373,354.9136156,1.89369542
131.8134647,3.199790425,350.5910474,1.847717057
140.362898,0.992740559,361.7149927,1.74086232
131.7466289,1.237716909,391.5415281,1.684156301
136.2299789,3.632235298,402.3994754,1.503326691
131.3293185,3.215929797,357.0878242,1.793226318
132.5247802,3.040953585,406.800656,1.50594229
131.1450178,3.478764592,391.3026197,1.685419937
132.2913005,1.946207964,377.2436218,1.729298887
134.9140869,3.140982321,394.0267193,1.612598886
134.3448563,1.334980536,393.3327432,1.600608902
134.4066588,3.346083898,370.8879534,1.726489118
131.0021351,3.638486888,377.5425078,1.730407592
133.9275721,2.315464574,379.1964264,1.69531438
130.0584741,3.192701905,391.9303719,1.685969591
132.4007593,3.092196705,395.761175,1.695335604
134.40543,3.146749079,376.3224751,1.725156546
133.2452788,3.148698919,393.6699846,1.697749428
132.8483846,3.229371074,392.9679892,1.695217321
133.4045625,1.171308602,347.9456515,1.846682024
130.0167815,1.097608984,358.1048767,1.84996539
132.8551759,3.983871602,368.4670012,1.765302159
130.7760556,3.758686526,402.8856093,1.57859038
131.2548636,1.720112314,377.7770397,1.730395865
134.5348996,1.164843092,391.532011,1.600558238
132.4313336,3.567614358,392.60421,1.702055054
130.830212,1.344412876,393.8026128,1.684561591
138.604925,1.737254114,392.8621379,1.607679301
142.342753,1.318287757,380.737665,1.630046566
130.1543998,1.482564815,350.0683148,1.895563399
132.2762378,2.076705989,390.9804104,1.683790074
133.0944226,1.484937612,361.6102839,1.757489321
134.6806729,1.817900553,391.7587815,1.612981954
130.3412095,1.732301916,358.6144539,1.848299242
132.7555301,2.816263325,393.3480317,1.69527726
132.8551759,3.841166911,391.1130526,1.682736531
135.0102479,0.979160089,364.3159211,1.728799243
141.5571493,0.888003136,392.2628478,1.506755854
135.9423076,3.725862198,370.6990804,1.726148315
131.20541,2.200598347,369.8854391,1.757615973
130.6454773,1.976143604,348.8464781,1.89705931
130.7760556,3.963204079,347.7111752,1.897142252
138.0607963,3.680966073,361.1845089,1.77099017
130.3134694,1.164843092,392.4953772,1.685894026
134.9556503,3.866549787,360.4842544,1.804297047
130.2204534,1.318934888,391.513508,1.685947477
132.8483846,2.997922849,347.8857852,1.899145217
137.886714,3.591601715,371.1174196,1.693723331
134.2301042,3.072231145,372.8370798,1.725894609
131.4949091,3.538527929,380.3169619,1.735523321
131.1046771,0.262788198,366.2471225,1.759397678
131.331273,1.214744605,344.4293235,1.900357416
130.0549395,1.226740994,392.1108604,1.685965069
130.3998855,3.541875506,356.315098,1.849475994
134.6374572,1.257497455,399.195521,1.614194153
132.4000611,3.017637631,353.8944135,1.844620043
132.7581672,3.040953585,392.4006035,1.618920551
130.1820093,1.09071886,376.6739011,1.755097005
130.7760556,1.138974584,344.7771743,1.901043666
136.1536085,1.943117802,393.6831369,1.609936658
130.3167267,3.213352834,390.006576,1.673195448
144.0627186,1.12390692,372.9400054,1.631199975
130.2942439,1.025096342,400.1156949,1.611513241
130.2749684,1.226877461,366.2571565,1.800196414
131.1735784,3.75425278,379.0209067,1.736047319
131.9727474,1.049273611,392.0178018,1.683991288
134.2788484,2.337240908,377.3613378,1.735794735
140.362898,0.934070291,398.3666368,1.533337232
136.7165339,3.845504933,390.5483588,1.610827765
130.6042921,3.85058699,371.2254319,1.755910536
130.3084432,1.643548294,393.7531591,1.685832961
133.499627,2.466748887,360.4893737,1.757047708
136.4818669,1.946207964,361.3418621,1.771900686
130.817183,1.530215826,390.5748076,1.685746965
134.0766055,3.213950144,369.5935878,1.72711724
131.8175351,3.982684269,391.192225,1.67147169
132.3013659,0.39284543,347.6154555,1.893872391
130.1713664,1.962546108,390.4769766,1.673253919
130.9333333,2.650048338,391.1637651,1.685601599
137.2468723,3.70656638,391.4018518,1.609354971
139.6026492,1.377916822,349.2957125,1.823055676
130.8098629,3.85151258,356.94283,1.847367249
132.2892578,3.660993557,393.2972113,1.683531012
134.4430744,1.220661203,369.7962829,1.727281784
132.9725717,2.809314441,391.159118,1.702089934
130.67554,3.222241525,341.2970676,1.903643685
130.0217974,2.90211771,402.4963488,1.57819162
140.4075758,1.148795568,391.2004823,1.617647975
132.8551759,3.880814972,376.865703,1.729082471
130.213844,0.889855458,389.5612925,1.673293866
131.2127569,2.406811114,376.2040159,1.730786626
144.8449958,1.171308602,398.9534879,1.418403026
136.744645,1.164384772,353.8057067,1.799679286
133.1677506,3.059125784,304.909359,1.990679821
133.0944226,1.22725638,393.0625855,1.601380776
132.3019934,3.882578992,369.2167212,1.76406836
132.8551759,3.990598209,314.4318285,1.980977474
130.789151,1.163799614,394.5168664,1.687932198
134.0766055,3.342234179,392.4720103,1.600862254
132.8546657,1.936890233,309.0831087,1.987806805
131.1657273,0.565718375,358.4017817,1.84565035
130.0653261,1.242765184,350.0117123,1.895782348
130.8255926,3.27797361,347.1211881,1.895194567
136.0978922,3.337173761,388.9728227,1.611385179
142.7351089,3.9926146,396.1406543,1.525171286
134.5899015,1.808928886,392.1897071,1.600458279
132.8560329,3.040953585,362.9543574,1.757329904
136.5880302,1.251835061,394.066744,1.609707461
130.7237008,3.142547762,375.968411,1.731328517
137.6854033,1.290989906,363.1389417,1.72460822
134.4118757,1.23757943,396.8306006,1.612865298
140.5964855,1.89246599,375.3723089,1.701656965
131.5847944,2.649912496,390.3500542,1.671720262
132.4660565,1.490618608,400.1595248,1.575523435
139.3388853,2.009939328,397.1657908,1.535720588
133.9268644,0.219812021,394.6247601,1.586827117
132.5175586,1.32247947,348.9329615,1.899416667
130.4081926,0.845695096,391.3041659,1.672283647
130.8166627,1.498148446,348.1166413,1.894701252
130.2113464,3.104843166,391.4786182,1.672358036
131.2223167,3.05968638,393.3524812,1.671687653
130.7007986,3.986206806,392.7569369,1.672141773
134.3744708,2.104566875,348.6765421,1.843914015
130.5042167,0.178098616,392.3227866,1.703566563
130.1115127,1.171308602,375.0643501,1.755576547
140.4597389,1.13070731,396.4042972,1.53407188
130.240221,0.99133536,391.3319617,1.672347899
143.0695849,1.226740994,387.5854549,1.637034006
130.6571116,1.208631815,348.668818,1.897098157
130.3343724,1.836890734,349.9500519,1.895182084
131.013836,3.951043632,352.6505081,1.892692067
130.1017023,1.141671624,392.2759992,1.685949888
131.3805665,0.874789297,370.9929799,1.756275202
130.3412095,1.778034704,368.4031067,1.792250168
131.1302593,1.489759264,353.8462012,1.848378392
134.6765714,1.492983269,391.5524955,1.612993261
132.300569,2.860391981,352.9514874,1.845323967
130.2071417,1.783319984,392.3919492,1.685922472
132.4383236,1.932234609,391.1995859,1.682568532
132.3902073,1.94812677,390.2169526,1.683517693
132.0747636,1.120568336,350.2856556,1.893254597
130.0555585,1.497746897,347.8782566,1.89663586
132.5015282,1.313895044,391.1967349,1.683493311
131.1695545,1.808676927,374.4440363,1.731579633
133.7952982,3.16998574,402.5731598,1.583811021
142.4470248,3.18831435,368.2175275,1.699948076
133.6007009,2.682983417,351.7753963,1.843796124
132.243189,1.935343907,390.9400302,1.683834132
130.1892113,1.414110329,390.6195732,1.685976466
130.6908972,1.766252783,323.6609161,1.975570752
130.830212,1.542289096,391.7433671,1.672107279
132.7456091,3.516074762,357.2673647,1.843722078
134.6190342,3.734431494,363.1157627,1.729283391
131.1088182,2.592156634,370.5361308,1.757407223
130.4161924,3.52621981,349.5406937,1.895143771
134.6429976,3.12577677,361.3372259,1.753814885
141.9056257,1.935997208,367.5518205,1.700238313
131.9737874,3.265815183,353.6209538,1.84591691
134.6360485,1.65723541,369.5980114,1.726978025
132.5304272,3.55651175,373.2933598,1.730961254
130.2736322,1.307697487,344.353306,1.901686981
139.3942463,3.802135499,370.2056227,1.701524435
131.1560881,2.070217328,352.7542335,1.898897034
130.0219442,2.78197342,391.6035379,1.672428638
130.7619178,3.745715205,301.8886908,2.028625307
132.6399041,3.645035701,403.0718585,1.586588019
132.8058132,1.367424024,342.8735832,1.901333328
132.3233741,0.681460797,376.4277069,1.729945763
131.1277088,3.269628686,370.3703283,1.757466545
146.0620795,1.162422238,395.6453994,1.5399484
132.6242751,1.150510118,392.8349827,1.683197448
130.2773796,1.027860835,347.1495061,1.896520979
130.67554,3.224929409,336.692539,1.934365243
130.8368369,0.50959257,393.5718301,1.672057188
130.7760556,3.129651714,393.8439188,1.684587777
130.2749684,1.146102003,389.7503407,1.689437498
132.810295,3.084755845,393.5165246,1.618823004
131.4060641,0.735647153,393.2969549,1.684278792
130.7881905,2.163795821,393.5419785,1.672101844
130.7760556,3.741169539,393.4955061,1.672108267
132.268447,1.962546108,354.3513388,1.844779028
132.8551759,3.986673378,350.0565098,1.845120092
130.2124399,0.201735982,358.4164298,1.793479391
132.9434401,3.145052362,353.8155066,1.843016303
132.8563606,1.315272421,372.0376769,1.737809545
131.554841,3.588839942,394.313944,1.60655543
130.2668221,1.232383536,391.8402117,1.685927514
132.7464661,1.450163909,348.2315519,1.899218187
135.5981455,3.804131752,372.3681114,1.725761638
130.7288095,2.478823284,357.755144,1.847192772
132.8551759,1.035666453,350.6517233,1.844840542
130.2266082,1.315272421,358.5899573,1.793439796
132.8551759,3.337699372,376.6395616,1.729171584
132.5015282,1.298695304,356.8082808,1.844445024
130.2387791,0.199336645,365.5925767,1.800591741
132.4509017,1.887184202,398.2297896,1.607685693
131.1008136,3.337173761,376.890174,1.737186027
133.4031145,1.65366321,402.4040327,1.600864159
133.1560502,1.194444042,392.815884,1.694850454
130.4092515,1.556330676,333.250558,1.940320142
130.01856,1.097152347,369.3620931,1.792270596
130.4985725,1.470870509,391.4175542,1.685889489
135.5458464,1.219634216,345.0383581,1.855917518
130.8361413,2.966991281,393.8031624,1.684558583
130.8832975,1.51432053,320.3437966,1.977120977
137.858664,0.155219968,379.6155451,1.690383498
135.7833594,1.977324509,385.2862263,1.691049399
139.3443686,1.729582221,384.8007902,1.63551246
131.0908331,1.04389388,347.7421252,1.893955757
134.6637814,1.318701464,392.5066332,1.600364255
130.9181233,1.343726312,393.0417494,1.685415418
131.0815643,1.259472524,370.5267281,1.757010513
136.3033945,0.847517169,395.1718556,1.609858229
130.3460987,1.824807928,358.4137094,1.793326717
131.1046771,3.381609514,391.0004597,1.672005299
131.197786,3.919808424,390.4464935,1.671976051
130.4265382,1.021657814,388.8259487,1.673211508
131.1170752,1.26303348,392.6644157,1.684446356
130.5444004,2.062689199,364.1697626,1.793023689
133.1292789,2.3182015,392.5434135,1.694932211
136.1088564,3.745715205,368.7773725,1.723716376
133.982167,2.972369546,392.2986832,1.60092023
130.7760556,3.047873672,355.8106368,1.848371828
135.9272889,2.452885153,311.9812987,1.958231636
130.4861164,0.751708883,392.0935566,1.685858231
141.9375871,2.917897614,398.2880766,1.518675334
133.966794,3.665720068,359.2052649,1.850149663
130.1760554,0.201735982,391.5466577,1.685955871
130.9531771,1.803034385,389.0653967,1.672089501
136.3580277,2.874714337,394.8420173,1.609829554
134.5169943,1.492983269,391.9583881,1.613076438
130.7613882,3.65882405,347.1835866,1.895374273
132.5531364,3.77395698,341.8734249,1.902061407
130.7285247,3.166279614,393.0351941,1.685571314
131.827678,3.938657386,359.1855483,1.792446081
133.1738274,1.162422238,304.9139575,1.990680794
138.763796,2.200854919,396.9286887,1.619188439
131.0363587,0.751658059,396.6894634,1.683805493
130.7418381,1.783319984,375.5240168,1.731562977
130.4707325,3.413592238,347.7982767,1.89590333
130.0239422,3.059125784,348.1482349,1.897272477
130.5259787,3.153352863,359.3406246,1.792952242
133.1736705,1.354364541,394.001771,1.601373888
136.9173638,3.127650446,374.5272807,1.699883579
130.4762616,3.74218249,380.02768,1.73595895
132.7555301,1.326295955,370.7746491,1.731861381
134.1671668,3.759664716,382.7896945,1.693641965
132.2718628,1.545808645,394.8382308,1.683298552
133.0918601,3.117582361,338.7279223,1.904912999
131.9102205,3.827193474,392.2132715,1.684035401
130.1426437,3.024455123,393.3023447,1.68862815
132.7262068,3.910965156,351.2020105,1.844889083
130.3274966,2.036472421,337.3152875,1.938640069
137.6048165,1.963416922,389.7894575,1.609163372
132.8546657,1.964162372,354.9784872,1.844526824
135.6959017,1.69169692,396.9597255,1.609108188
130.3439466,1.115179047,354.9641809,1.893389595
132.4113918,3.1657475,354.8655872,1.844074575
132.4383236,1.682122381,394.881011,1.695448309
132.2952496,1.389416284,395.3161914,1.695562337
130.0288915,1.68181849,299.8146309,2.029853444
140.8694752,0.143919058,380.4083602,1.635623852
132.4631159,2.993406495,348.684202,1.89306953
137.2687824,2.812549298,370.6999977,1.693722578
132.2267496,2.914617311,391.9509101,1.682708651
133.8763432,3.08898576,401.0783283,1.583302474
130.8305526,1.489759264,358.7587072,1.793394411
134.4750875,3.660925212,355.5133148,1.841023776
138.3036972,3.801524308,390.4948715,1.60862612
134.2565399,1.252477394,357.7277814,1.847057953
130.8361413,3.787688072,349.2699828,1.893842799
131.6074208,3.831665794,348.0921149,1.896965351
136.587365,3.099971805,362.4466634,1.724130125
133.8263733,3.59941938,391.3830546,1.601030281
130.7073561,1.641479581,392.1132759,1.672152084
130.0285188,1.240812616,299.9904949,2.029704427
135.4866764,0.754462388,361.1992162,1.729033733
132.7555301,1.832913894,357.1327338,1.843724374
133.081792,3.153352863,391.4155486,1.701896867
133.7480264,1.660664142,301.9325997,1.993358811
132.8627349,3.821563545,390.6744348,1.682088937
132.0290454,3.990598209,377.5874095,1.729707605
132.8637319,3.161737638,373.0607707,1.730730535
131.4774953,2.797558449,366.373588,1.758227548
130.7466523,1.055707374,394.5975115,1.684581798
130.3490828,2.950531548,356.615275,1.849484367
130.1167152,1.090465669,350.2605318,1.895573924
138.4929677,3.854450206,368.5499623,1.694590688
130.2839483,0.138853605,398.4524925,1.612402556
130.789151,1.581989281,388.6606505,1.675356355
136.4141379,3.749110823,396.636107,1.609795381
130.4218973,1.131350922,391.1175798,1.685916031
130.2375261,1.226740994,364.8402951,1.793124842
133.0944226,1.450167547,349.6059672,1.844664786
131.8536218,0.855364196,367.537095,1.757988188
131.1778258,1.578027237,390.5841912,1.671982037
131.6129459,3.215929797,362.7871167,1.792614067
131.8692453,0.710903454,402.1873936,1.604361008
130.0014291,1.097608984,390.6181241,1.67328246
130.1706852,1.001468406,396.3982119,1.592271976
145.9388152,2.117087483,371.4963814,1.628079927
131.0859976,1.087565598,358.1399214,1.793194152
137.0869832,3.791191275,343.8402104,1.855236717
130.2311695,1.962546108,400.9368412,1.578659827
132.2311418,3.080750008,392.1487981,1.683668648
133.1677506,1.607948116,368.6881795,1.732150142
130.213844,0.738074612,392.7314886,1.672345061
131.1083405,3.272390707,356.4431286,1.846704926
130.7760556,3.155829986,402.4119854,1.577077919
130.7710491,3.538527929,371.1624936,1.757051919
130.1741493,1.748080499,400.3358014,1.611565185
133.3255995,3.127539842,377.7498813,1.72818715
134.9291343,3.166567028,346.8404114,1.844685862
131.1778258,1.749342782,391.9816823,1.68532001
136.8954834,1.165949309,365.3132599,1.723771627
133.5246873,2.950043376,368.2255424,1.732031512
130.3022715,1.809900306,391.1429889,1.672325386
130.1226264,1.226740994,391.7582245,1.685961063
130.3192319,0.155219968,391.3931985,1.685929934
131.6629799,1.325220763,392.0188718,1.6841853
134.6482145,1.192780683,392.616304,1.600370777
131.0880139,1.484877913,401.3864895,1.577277587
130.227811,3.288358679,390.8221891,1.672354482
130.361602,3.561386746,390.2780987,1.685950648
130.2749684,0.224035951,391.272549,1.685942855
133.1736276,1.162422238,403.2200102,1.584150366
132.8551759,2.036829246,392.2209074,1.61884729
132.262732,1.871571388,353.9264687,1.84499142
130.1420279,1.330806386,298.1469357,2.025297094
131.3997625,3.062779753,391.2488336,1.685219274
131.2690346,1.941005424,358.8860514,1.792991786
130.5077194,1.059480242,389.710897,1.67309375
131.1912867,2.373254911,367.5040156,1.757992173
134.4371296,1.50807413,393.3672637,1.600524424
130.899686,1.80264499,357.3773976,1.84686648
130.817183,1.318013423,392.0451352,1.672106996
132.4354248,1.699125672,391.3654533,1.6825288
141.9257688,1.857747888,383.5444614,1.63765859
130.4393486,1.197944951,370.1621819,1.757745997
131.41221,3.898547638,346.4785539,1.895786652
132.047627,1.68622255,377.1497826,1.729869647
134.2283784,1.09769172,393.2546977,1.613203575
134.553851,0.530640678,342.552786,1.904833845
135.4275711,1.490536842,358.8827056,1.804896595
137.4625017,3.335733841,395.7954388,1.620923084
130.5052403,2.927916931,372.2937269,1.756775554
130.7862568,2.028756447,339.5551156,1.896728452
132.5514123,1.163546535,352.2651529,1.844930691
136.7927879,3.931846398,379.608964,1.697500934
135.1712785,3.132995931,361.1931472,1.729330753
133.6855349,2.917921919,360.6451064,1.756774518
135.2942076,3.50203807,370.4379279,1.726702728
130.7319919,0.143919058,367.0648116,1.792467466
133.0486984,1.698496972,306.4391909,1.989659094
131.90696,1.332968073,391.098384,1.684086328
139.3293212,3.794730336,379.9160063,1.701183767
131.013836,3.558760872,361.8858636,1.792911931
132.1258385,3.10310478,347.6284922,1.895710624
134.4556443,2.997075112,384.7069152,1.692954218
136.8833927,3.827480574,360.5725693,1.771442158
131.1916698,1.740339198,395.4713225,1.702223518
132.5310076,3.825648014,351.0791255,1.845484733
130.0578747,2.315520463,336.3051365,1.939140867
139.4090654,0.87046445,362.7789856,1.742136355
132.5501839,1.829673584,299.7319522,2.035565374
130.7760556,1.687786801,391.5079456,1.685690412
139.9698872,0.98891993,393.4149547,1.617912304
130.0223753,1.142266131,299.0077361,2.092961194
133.0077653,1.480056629,393.0253137,1.618677775
156.4798821,3.69425877,393.1961012,1.351800246
132.2433563,3.372673702,394.1404728,1.683450837
139.2416807,3.542177898,395.9095239,1.618607962
132.255826,3.987175499,365.0057851,1.766156404
130.4644289,1.09769172,355.7705985,1.899104042
132.8546657,1.801455145,377.482604,1.728796117
131.5500094,3.337173761,363.8447489,1.792625637
142.702866,3.827480574,395.6060582,1.513275646
131.1025668,1.334498465,370.578364,1.756956306
